name,set,condition,seller 1 price,seller 2 price,updated_price
Dragonskull Summit,Magic 2010 (M10),Moderately Played Foil,4.18,4.2,4.19
Glacial Fortress,Magic 2010 (M10),Moderately Played Foil,7.5,8.62,8.61
Dragonskull Summit,Magic 2011 (M11),Moderately Played Foil,4.01,4.25,4.24
Day of Judgment,Magic 2012 (M12),Moderately Played Foil,2.37,2.41,2.4000000000000004
Inferno Titan,Magic 2012 (M12),Moderately Played Foil,5.65,5.69,5.680000000000001
Warstorm Surge,Magic 2012 (M12),Moderately Played Foil,6.98,7.21,7.2
Lightning Bolt,Magic Player Rewards,Moderately Played Foil,36.99,36.99,36.980000000000004
Gravecrawler,Buy-A-Box Promos,Moderately Played Foil,7.14,14.88,14.870000000000001
Diplomatic Immunity,Mercadian Masques,Moderately Played Foil,6.61,6.78,6.7700000000000005
Magistrate's Scepter,Mercadian Masques,Moderately Played Foil,9.63,13.280000000000001,13.270000000000001
Spoils of the Vault,Mirrodin,Moderately Played Foil,3.21,6.76,6.75
Wrench Mind,Mirrodin,Moderately Played Foil,0.55,0.83,0.82
Goblin Charbelcher,Mirrodin,Moderately Played Foil,4.14,4.16,4.15
Krark's Thumb,Mirrodin,Moderately Played Foil,16.96,21.689999999999998,21.679999999999996
Oblivion Stone,Mirrodin,Moderately Played Foil,20.75,20.85,34.93
Sun Droplet,Mirrodin,Moderately Played Foil,3.43,3.48,3.47
Rage Forger,Morningtide,Moderately Played Foil,2.18,4.03,4.0200000000000005
Skyshroud Poacher,Nemesis,Moderately Played Foil,8.8,8.97,8.96
Phyrexian Unlife,New Phyrexia,Moderately Played Foil,6.89,10.2,10.19
Harmonize,Planar Chaos,Moderately Played Foil,3.62,4.02,4.01
"Oros, the Avenger",Planar Chaos,Moderately Played Foil,2.82,2.85,2.8400000000000003
Phantasmagorian,Planar Chaos,Moderately Played Foil,2.88,3.0,2.99
Simian Spirit Guide,Planar Chaos,Moderately Played Foil,26.58,30.96,30.95
Darigaaz's Caldera,Planeshift,Moderately Played Foil,3.99,4.46,4.45
Primal Growth,Planeshift,Moderately Played Foil,3.18,3.49,3.4800000000000004
Treva's Ruins,Planeshift,Moderately Played Foil,4.19,4.48,4.470000000000001
Grim Lavamancer,Premium Deck Series: Fire and Lightning,Moderately Played Foil,2.59,3.7,3.6900000000000004
Ancient Ziggurat,Premium Deck Series: Slivers,Moderately Played Foil,4.91,7.41,7.4
Ajani Vengeant,Launch Party & Release Event Promos,Moderately Played Foil,1.77,2.68,2.6700000000000004
Eternal Dragon,Pro Tour Promos,Moderately Played Foil,5.0,6.4,6.390000000000001
Avatar of Hope,Prophecy,Moderately Played Foil,2.22,2.26,2.25
Birds of Paradise,Ravnica: City of Guilds,Moderately Played Foil,13.16,13.23,13.15
Bottled Cloister,Ravnica: City of Guilds,Moderately Played Foil,7.98,7.99,18.58
Glimpse the Unthinkable,Ravnica: City of Guilds,Moderately Played Foil,13.45,13.49,24.93
Loxodon Hierarch,Ravnica: City of Guilds,Moderately Played Foil,2.43,2.5,2.4200000000000004
Sisters of Stone Death,Ravnica: City of Guilds,Moderately Played Foil,5.32,5.53,5.5200000000000005
All Is Dust,Rise of the Eldrazi,Moderately Played Foil,15.89,18.78,34.99
Lone Missionary,Rise of the Eldrazi,Moderately Played Foil,0.65,0.79,1.7
Stalwart Shield-Bearers,Rise of the Eldrazi,Moderately Played Foil,3.92,4.0,3.99
Ancient Stirrings,Rise of the Eldrazi,Moderately Played Foil,12.0,12.0,17.61
Galvanic Blast,Scars of Mirrodin,Moderately Played Foil,11.99,12.71,12.700000000000001
Etched Champion,Scars of Mirrodin,Moderately Played Foil,6.29,6.65,6.640000000000001
True Conviction,Scars of Mirrodin,Moderately Played Foil,4.8,5.79,5.78
Necrotic Ooze,Scars of Mirrodin,Moderately Played Foil,6.26,6.32,6.3100000000000005
Twisted Image,Scars of Mirrodin,Moderately Played Foil,0.39,0.39,0.81
Lux Cannon,Scars of Mirrodin,Moderately Played Foil,13.280000000000001,15.29,15.28
Brain Freeze,Scourge,Moderately Played Foil,4.03,5.24,5.23
Mind's Desire,Scourge,Moderately Played Foil,11.2,11.29,11.28
Parallel Thoughts,Scourge,Moderately Played Foil,4.21,4.42,4.41
Decree of Annihilation,Scourge,Moderately Played Foil,3.54,4.32,4.3100000000000005
Ambush Commander,Scourge,Moderately Played Foil,2.37,2.55,2.54
Wirewood Symbiote,Scourge,Moderately Played Foil,11.77,13.19,13.18
Cursecatcher,Shadowmoor,Moderately Played Foil,9.91,9.92,17.99
Dramatic Entrance,Shadowmoor,Moderately Played Foil,3.59,3.61,3.6
Fire-Lit Thicket,Shadowmoor,Moderately Played Foil,29.04,29.71,29.029999999999998
Flame Javelin,Shadowmoor,Moderately Played Foil,0.63,0.7,0.92
Brilliant Ultimatum,Shards of Alara,Moderately Played Foil,4.39,5.4,5.390000000000001
Esper Panorama,Shards of Alara,Moderately Played Foil,1.4,2.54,2.5300000000000002
Predator Dragon,Shards of Alara,Moderately Played Foil,0.79,0.79,1.12
Scourglass,Shards of Alara,Moderately Played Foil,2.67,2.91,2.9000000000000004
Wild Nacatl,Shards of Alara,Moderately Played Foil,1.99,2.0,1.98
Bogardan Hellkite,Time Spiral,Moderately Played Foil,0.95,0.98,2.12
Children of Korlis,Time Spiral,Moderately Played Foil,5.21,5.45,5.44
Chromatic Star,Time Spiral,Moderately Played Foil,34.84,36.0,34.830000000000005
Draining Whelk,Time Spiral,Moderately Played Foil,6.98,7.68,7.67
Lightning Axe,Time Spiral,Moderately Played Foil,6.0,12.74,12.73
Mangara of Corondor,Time Spiral,Moderately Played Foil,5.12,5.15,5.140000000000001
Paradox Haze,Time Spiral,Moderately Played Foil,8.45,8.49,8.48
Restore Balance,Time Spiral,Moderately Played Foil,16.23,24.279999999999998,24.269999999999996
Rift Bolt,Time Spiral,Moderately Played Foil,5.99,6.5,6.49
Scryb Ranger,Time Spiral,Moderately Played Foil,20.08,21.7,21.689999999999998
Sudden Shock,Time Spiral,Moderately Played Foil,0.99,0.99,2.07
"Teferi, Mage of Zhalfir",Time Spiral,Moderately Played Foil,10.1,11.25,11.24
Tainted Field,Torment,Moderately Played Foil,6.2,6.29,6.28
Chainer's Edict,Torment,Moderately Played Foil,12.26,12.5,12.49
Super Secret Tech,Unhinged,Moderately Played Foil,24.5,25.5,24.49
Caltrops,Urza's Destiny,Moderately Played Foil,3.01,3.04,3.0300000000000002
Temporal Adept,Urza's Destiny,Moderately Played Foil,6.45,6.48,6.470000000000001
Yavimaya Elder,Urza's Destiny,Moderately Played Foil,16.75,16.98,16.74
Purify,Urza's Legacy,Moderately Played Foil,4.17,7.95,7.94
Viashino Heretic,Urza's Legacy,Moderately Played Foil,7.96,8.23,8.22
Arbor Elf,Worldwake,Moderately Played Foil,2.75,3.53,3.52
Explore,Worldwake,Moderately Played Foil,1.3,1.35,1.99
Groundswell,Worldwake,Moderately Played Foil,2.94,2.99,2.9800000000000004
Joraga Warcaller,Worldwake,Moderately Played Foil,3.86,3.94,3.93
Lavaclaw Reaches,Worldwake,Moderately Played Foil,4.19,5.0,4.99
Perimeter Captain,Worldwake,Moderately Played Foil,2.88,2.96,2.95
Raging Ravine,Worldwake,Moderately Played Foil,10.18,10.18,17.38
Searing Blaze,Worldwake,Moderately Played Foil,6.05,6.68,6.67
Stirring Wildwood,Worldwake,Moderately Played Foil,4.16,4.17,4.16
Tectonic Edge,Worldwake,Moderately Played Foil,2.05,2.06,2.0500000000000003
Celestial Mantle,Zendikar,Moderately Played Foil,5.5,6.04,6.03
Disfigure,Zendikar,Moderately Played Foil,1.58,1.58,1.57
Marsh Casualties,Zendikar,Moderately Played Foil,3.43,3.45,3.4400000000000004
Lapse of Certainty,Conflux,Heavily Played Foil,2.74,3.99,3.9800000000000004
"Elspeth, Knight-Errant",Duel Decks: Elspeth vs. Tezzeret,Heavily Played Foil,11.11,12.0,11.99
Bloodbraid Elf,FNM Promos,Heavily Played Foil,7.75,7.78,7.7700000000000005
Krosan Grip,FNM Promos,Heavily Played Foil,3.59,2.39,3.58
Hunting Grounds,Judgment,Heavily Played Foil,18.72,17.5,18.709999999999997
Timberwatch Elf,Legions,Heavily Played Foil,2.22,2.24,2.2100000000000004
Mulldrifter,Lorwyn,Heavily Played Foil,4.0,4.5,4.49
Elvish Archdruid,Magic 2011 (M11),Heavily Played Foil,3.67,3.78,3.77
Glacial Fortress,Magic 2012 (M12),Heavily Played Foil,5.14,4.91,5.13
Celestial Colonnade,Buy-A-Box Promos,Heavily Played Foil,24.29,24.95,24.279999999999998
Knowledge Pool,Mirrodin Besieged,Heavily Played Foil,16.85,19.389999999999997,19.379999999999995
Submerge,Nemesis,Heavily Played Foil,12.97,14.99,14.98
Sliver Overlord,Premium Deck Series: Slivers,Heavily Played Foil,18.98,18.99,18.97
Ajani Vengeant,Launch Party & Release Event Promos,Heavily Played Foil,2.12,2.35,2.3400000000000003
Hero of Bladehold,Prerelease Cards,Heavily Played Foil,3.89,4.75,4.74
Eldrazi Temple,Rise of the Eldrazi,Heavily Played Foil,14.36,18.17,18.16
True Conviction,Scars of Mirrodin,Heavily Played Foil,4.43,,7.99
Temporal Adept,Urza's Destiny,Heavily Played Foil,2.98,2.99,2.9800000000000004
Engineered Plague,Urza's Legacy,Heavily Played Foil,4.18,2.5,4.17
Arbor Elf,Worldwake,Heavily Played Foil,2.45,3.37,3.3600000000000003
Angelic Chorus,10th Edition,Lightly Played Foil,5.69,5.95,11.49
Chromatic Star,10th Edition,Lightly Played Foil,46.09,47.99,46.080000000000005
Rain of Tears,10th Edition,Lightly Played Foil,3.49,4.24,4.23
Elvish Piper,7th Edition,Lightly Played Foil,19.78,40.97,40.96
Nature's Resurgence,7th Edition,Lightly Played Foil,18.979999999999997,29.9,29.889999999999997
Stone Rain,7th Edition,Lightly Played Foil,18.6,19.49,19.479999999999997
Forest (330),7th Edition,Lightly Played Foil,4.04,4.14,4.13
Trade Routes,8th Edition,Lightly Played Foil,18.75,20.479999999999997,20.469999999999995
Blood Moon,8th Edition,Lightly Played Foil,90.47999999999999,99.99,99.97999999999999
Fecundity,8th Edition,Lightly Played Foil,5.34,5.36,9.08
Biorhythm,9th Edition,Lightly Played Foil,5.62,4.85,5.61
Brushland,9th Edition,Lightly Played Foil,49.74,49.75,59.89
Kird Ape,9th Edition,Lightly Played Foil,3.44,3.49,4.38
Mana Leak,9th Edition,Lightly Played Foil,6.8,7.99,7.98
Phyrexian Arena,9th Edition,Lightly Played Foil,35.96,36.45,41.13
Stone Rain,9th Edition,Lightly Played Foil,8.53,8.54,8.53
Storm Crow,9th Edition,Lightly Played Foil,3.14,3.36,3.35
Maelstrom Pulse,Alara Reborn,Lightly Played Foil,14.84,14.86,16.87
Meddling Mage,Alara Reborn,Lightly Played Foil,29.48,29.49,29.47
Time Sieve,Alara Reborn,Lightly Played Foil,14.780000000000001,14.81,14.770000000000001
"Unscythe, Killer of Kings",Alara Reborn,Lightly Played Foil,1.44,1.45,2.21
Violent Outburst,Alara Reborn,Lightly Played Foil,2.33,2.4,2.3200000000000003
Vithian Renegades,Alara Reborn,Lightly Played Foil,0.74,0.75,1.11
Caves of Koilos,Apocalypse,Lightly Played Foil,29.0,29.08,28.99
Guided Passage,Apocalypse,Lightly Played Foil,14.05,13.48,14.040000000000001
Coiling Oracle,Arena Promos,Lightly Played Foil,2.29,2.39,2.3800000000000003
Darksteel Ingot,Arena Promos,Lightly Played Foil,3.89,4.58,5.16
Diabolic Edict,Arena Promos,Lightly Played Foil,55.95,55.980000000000004,72.49
Blazing Shoal,Betrayers of Kamigawa,Lightly Played Foil,5.36,7.680000000000001,7.670000000000001
Day of Destiny,Betrayers of Kamigawa,Lightly Played Foil,12.94,14.96,14.950000000000001
Flames of the Blood Hand,Betrayers of Kamigawa,Lightly Played Foil,1.69,1.8,1.99
Ninja of the Deep Hours,Betrayers of Kamigawa,Lightly Played Foil,18.89,19.89,19.88
Tendo Ice Bridge,Betrayers of Kamigawa,Lightly Played Foil,11.81,12.07,12.06
Eight-and-a-Half-Tails,Champions of Kamigawa,Lightly Played Foil,13.19,13.21,13.18
Night of Souls' Betrayal,Champions of Kamigawa,Lightly Played Foil,6.38,6.39,9.59
Uba Mask,Champions of Kamigawa,Lightly Played Foil,9.0,10.49,10.48
Martyr of Sands,Coldsnap,Lightly Played Foil,6.09,6.16,6.15
Magister Sphinx,Conflux,Lightly Played Foil,3.76,3.99,3.9800000000000004
Wall of Reverence,Conflux,Lightly Played Foil,2.61,2.63,5.02
"Thalia, Guardian of Thraben",Dark Ascension,Lightly Played Foil,25.68,25.99,25.669999999999998
Darksteel Ingot,Darksteel,Lightly Played Foil,4.99,,4.98
Hide // Seek,Dissension,Lightly Played Foil,6.77,6.87,8.59
Odds // Ends,Dissension,Lightly Played Foil,2.7,2.79,3.21
"Elspeth, Knight-Errant",Duel Decks: Elspeth vs. Tezzeret,Lightly Played Foil,10.39,11.52,11.51
Liliana Vess,Duel Decks: Garruk vs. Liliana,Lightly Played Foil,6.87,7.99,7.98
Knight of the Reliquary,Duel Decks: Knights vs. Dragons,Lightly Played Foil,2.5,2.65,2.64
Phyrexian Negator,Duel Decks: Phyrexia vs. the Coalition,Lightly Played Foil,0.39,0.4,0.43
Hateflayer,Eventide,Lightly Played Foil,8.72,9.69,9.68
Sapling of Colfenor,Eventide,Lightly Played Foil,17.18,17.99,17.979999999999997
Serum Visions,Fifth Dawn,Lightly Played Foil,12.49,13.98,13.97
Rite of Passage,Fifth Dawn,Lightly Played Foil,5.98,6.53,6.5200000000000005
Tormod's Crypt,FNM Promos,Lightly Played Foil,9.39,9.45,9.44
Elvish Visionary,FNM Promos,Lightly Played Foil,8.99,8.99,8.98
Forbid,FNM Promos,Lightly Played Foil,16.5,18.65,18.639999999999997
Kird Ape,FNM Promos,Lightly Played Foil,2.52,2.53,3.13
Kitchen Finks,FNM Promos,Lightly Played Foil,7.89,7.9,9.45
Krosan Grip,FNM Promos,Lightly Played Foil,4.88,5.99,5.98
Llanowar Elves,FNM Promos,Lightly Played Foil,30.55,32.98,32.97
Merrow Reejerey,FNM Promos,Lightly Played Foil,5.9,5.91,6.63
Qasali Pridemage,FNM Promos,Lightly Played Foil,2.28,2.27,2.72
Reanimate,FNM Promos,Lightly Played Foil,27.25,27.3,27.24
Remand,FNM Promos,Lightly Played Foil,19.89,19.97,19.88
Stone Rain,FNM Promos,Lightly Played Foil,18.42,22.68,22.669999999999998
Tendrils of Agony,FNM Promos,Lightly Played Foil,8.97,9.690000000000001,9.680000000000001
Terminate,FNM Promos,Lightly Played Foil,5.49,5.54,6.48
Wall of Omens,FNM Promos,Lightly Played Foil,5.0,4.99,5.71
Draco,From the Vault: Dragons,Lightly Played Foil,6.64,7.04,7.03
Trinisphere,From the Vault: Exiled,Lightly Played Foil,57.95,70.75,70.74
Daybreak Coronet,Future Sight,Lightly Played Foil,26.12,27.08,29.1
Frenzy Sliver,Future Sight,Lightly Played Foil,0.46,0.46,0.52
Magus of the Moat,Future Sight,Lightly Played Foil,13.49,13.71,13.48
Seht's Tiger,Future Sight,Lightly Played Foil,5.01,4.74,6.29
Slaughter Pact,Future Sight,Lightly Played Foil,11.8,12.15,14.89
Dungrove Elder,Game Day & Store Championship Promos,Lightly Played Foil,6.65,6.7,6.69
Zoetic Cavern,WPN & Gateway Promos,Lightly Played Foil,0.49,0.6,0.59
Maelstrom Pulse,Grand Prix Promos,Lightly Played Foil,8.89,9.25,10.5
Goblin Guide,Grand Prix Promos,Lightly Played Foil,26.87,30.96,30.95
Angel of Despair,Guildpact,Lightly Played Foil,16.93,16.98,19.72
Gigadrowse,Guildpact,Lightly Played Foil,5.39,5.4,6.31
Ink-Treader Nephilim,Guildpact,Lightly Played Foil,4.19,5.03,5.0200000000000005
Orzhov Pontiff,Guildpact,Lightly Played Foil,11.27,11.39,16.49
"Teysa, Orzhov Scion",Guildpact,Lightly Played Foil,26.99,35.97,35.96
Wild Cantor,Guildpact,Lightly Played Foil,6.43,6.61,6.6000000000000005
Witch-Maw Nephilim,Guildpact,Lightly Played Foil,5.15,4.49,5.140000000000001
Woodland Cemetery,Innistrad,Lightly Played Foil,5.84,6.07,6.0600000000000005
Clifftop Retreat,Innistrad,Lightly Played Foil,5.86,6.07,6.0600000000000005
Sulfur Falls,Innistrad,Lightly Played Foil,12.8,12.82,15.71
"Mikaeus, the Lunarch",Innistrad,Lightly Played Foil,5.71,5.85,5.84
Invisible Stalker,Innistrad,Lightly Played Foil,6.07,6.09,6.08
Moorland Haunt,Innistrad,Lightly Played Foil,2.14,2.93,3.27
Kessig Wolf,Innistrad,Lightly Played Foil,0.12,0.12,0.13
Ghoulcaller's Bell,Innistrad,Lightly Played Foil,0.83,0.77,0.85
Artifact Mutation,Invasion,Lightly Played Foil,7.949999999999999,8.0,7.99
Crypt Angel,Invasion,Lightly Played Foil,14.43,,14.42
Pyre Zombie,Invasion,Lightly Played Foil,1.47,1.49,1.63
Saproling Symbiosis,Invasion,Lightly Played Foil,16.99,17.65,21.29
Tribal Flames,Invasion,Lightly Played Foil,1.78,1.89,2.12
Tsabo's Decree,Invasion,Lightly Played Foil,5.08,5.38,5.37
Lord of Atlantis,Junior Series Promos,Lightly Played Foil,24.46,24.47,29.71
Sakura-Tribe Elder,Junior Series Promos,Lightly Played Foil,13.97,14.59,14.58
Thran Quarry,Junior Series Promos,Lightly Played Foil,11.5,11.68,11.67
Counterspell,Judge Promos,Lightly Played Foil,69.99,94.99,94.97999999999999
Goblin Piledriver,Judge Promos,Lightly Played Foil,23.45,24.479999999999997,23.439999999999998
Maze of Ith,Judge Promos,Lightly Played Foil,84.99,87.1,84.97999999999999
Meddling Mage,Judge Promos,Lightly Played Foil,52.2,52.2,52.190000000000005
Stifle,Judge Promos,Lightly Played Foil,19.46,19.95,19.45
Thawing Glaciers,Judge Promos,Lightly Played Foil,58.99,58.99,58.980000000000004
Spelljack,Judgment,Lightly Played Foil,7.99,8.96,8.950000000000001
"Valakut, the Molten Pinnacle",Launch Party & Release Event Promos,Lightly Played Foil,14.48,14.99,14.98
Ingot Chewer,Lorwyn,Lightly Played Foil,7.66,7.77,9.21
Silvergill Adept,Lorwyn,Lightly Played Foil,4.08,4.13,6.14
Sower of Temptation,Lorwyn,Lightly Played Foil,17.75,17.75,21.87
Bogardan Hellkite,Magic 2010 (M10),Lightly Played Foil,1.5,1.58,2.29
Drowned Catacomb,Magic 2010 (M10),Lightly Played Foil,8.56,8.99,8.98
Protean Hydra,Magic 2010 (M10),Lightly Played Foil,4.19,4.55,4.54
Pyroclasm,Magic 2010 (M10),Lightly Played Foil,0.49,0.77,0.76
Sphinx Ambassador,Magic 2010 (M10),Lightly Played Foil,12.45,12.8,12.790000000000001
Lightning Bolt,Magic 2011 (M11),Lightly Played Foil,10.67,11.42,11.41
Leyline of the Void,Magic 2011 (M11),Lightly Played Foil,63.97,63.98,80.39
Furyborn Hellkite,Magic 2012 (M12),Lightly Played Foil,5.8,5.94,5.930000000000001
Elvish Archdruid,Magic 2012 (M12),Lightly Played Foil,4.19,5.0,4.99
Grim Lavamancer,Magic 2012 (M12),Lightly Played Foil,10.88,10.89,13.52
Drowned Catacomb,Magic 2012 (M12),Lightly Played Foil,5.92,5.93,7.03
Sunpetal Grove,Magic 2012 (M12),Lightly Played Foil,5.0,5.06,5.05
Celestial Colonnade,Buy-A-Box Promos,Lightly Played Foil,25.88,25.88,30.42
Day of Judgment,Buy-A-Box Promos,Lightly Played Foil,3.37,3.95,3.9400000000000004
Gravecrawler,Buy-A-Box Promos,Lightly Played Foil,17.4,17.9,17.389999999999997
Game Preserve,Mercadian Masques,Lightly Played Foil,0.72,0.73,1.06
Kyren Toy,Mercadian Masques,Lightly Played Foil,3.22,3.12,4.1
Ramosian Sergeant,Mercadian Masques,Lightly Played Foil,5.02,4.11,5.01
Spontaneous Generation,Mercadian Masques,Lightly Played Foil,7.84,8.24,15.49
Stone Rain,Mercadian Masques,Lightly Played Foil,9.49,9.5,13.93
Thrashing Wumpus,Mercadian Masques,Lightly Played Foil,3.16,3.35,3.3400000000000003
Vault of Whispers,Mirrodin,Lightly Played Foil,7.76,7.96,8.92
Confusion in the Ranks,Mirrodin,Lightly Played Foil,6.86,6.86,6.8500000000000005
Ornithopter,Mirrodin,Lightly Played Foil,5.29,5.35,5.34
"Thrun, the Last Troll",Mirrodin Besieged,Lightly Played Foil,33.55,34.39,33.54
Consecrated Sphinx,Mirrodin Besieged,Lightly Played Foil,46.22,53.38,53.370000000000005
Blue Sun's Zenith,Mirrodin Besieged,Lightly Played Foil,8.92,8.92,12.2
Chameleon Colossus,Morningtide,Lightly Played Foil,15.21,16.28,16.27
Release the Ants,Morningtide,Lightly Played Foil,1.77,1.81,2.56
Unstoppable Ash,Morningtide,Lightly Played Foil,3.9,4.36,4.3500000000000005
Accumulated Knowledge,Nemesis,Lightly Played Foil,40.46,45.0,44.99
Blinding Angel,Nemesis,Lightly Played Foil,11.98,11.98,11.97
Reverent Silence,Nemesis,Lightly Played Foil,13.4,13.41,13.39
Seahunter,Nemesis,Lightly Played Foil,15.9,17.49,17.479999999999997
Seal of Fire,Nemesis,Lightly Played Foil,3.94,3.98,4.57
Life's Finale,New Phyrexia,Lightly Played Foil,5.0,4.57,4.99
Tireless Tribe,Odyssey,Lightly Played Foil,3.02,3.1,4.15
"Aboshan, Cephalid Emperor",Odyssey,Lightly Played Foil,8.39,8.49,8.48
Burning Sands,Odyssey,Lightly Played Foil,13.98,14.8,17.6
"Kamahl, Pit Fighter",Odyssey,Lightly Played Foil,9.05,9.05,9.040000000000001
Wild Mongrel,Odyssey,Lightly Played Foil,13.47,13.48,13.46
Arcanis the Omnipotent,Onslaught,Lightly Played Foil,12.98,15.75,15.74
Secluded Steppe,Onslaught,Lightly Played Foil,8.75,8.98,10.74
Peer Pressure,Onslaught,Lightly Played Foil,0.97,1.51,1.5
Doomed Necromancer,Onslaught,Lightly Played Foil,4.99,6.07,6.0600000000000005
Shepherd of Rot,Onslaught,Lightly Played Foil,7.680000000000001,6.99,7.670000000000001
Birchlore Rangers,Onslaught,Lightly Played Foil,8.56,8.57,8.56
Mana Tithe,Planar Chaos,Lightly Played Foil,6.18,7.63,7.62
Porphyry Nodes,Planar Chaos,Lightly Played Foil,12.73,12.73,16.43
Reality Acid,Planar Chaos,Lightly Played Foil,7.0,7.99,7.98
Seal of Primordium,Planar Chaos,Lightly Played Foil,5.4,5.52,5.51
Cavern Harpy,Planeshift,Lightly Played Foil,12.29,15.24,15.23
"Ertai, the Corrupted",Planeshift,Lightly Played Foil,13.15,14.9,14.89
Gainsay,Planeshift,Lightly Played Foil,0.48,0.55,0.57
Primal Growth,Planeshift,Lightly Played Foil,3.88,3.92,4.56
Grim Lavamancer,Premium Deck Series: Fire and Lightning,Lightly Played Foil,3.19,3.19,3.99
Ajani Vengeant,Launch Party & Release Event Promos,Lightly Played Foil,2.92,3.13,3.12
Allosaurus Rider,Prerelease Cards,Lightly Played Foil,7.98,8.07,8.06
Dragon Broodmother,Prerelease Cards,Lightly Played Foil,12.97,13.28,13.27
Sun Titan,Prerelease Cards,Lightly Played Foil,3.98,4.43,4.42
"Sheoldred, Whispering One",Prerelease Cards,Lightly Played Foil,12.77,14.16,14.15
Ajani Goldmane (2011 Pro Tour),Pro Tour Promos,Lightly Played Foil,11.5,11.5,11.49
Bottled Cloister,Ravnica: City of Guilds,Lightly Played Foil,9.9,9.9,19.14
Copy Enchantment,Ravnica: City of Guilds,Lightly Played Foil,17.5,19.99,19.979999999999997
Flame-Kin Zealot,Ravnica: City of Guilds,Lightly Played Foil,0.56,0.6,0.55
Remand,Ravnica: City of Guilds,Lightly Played Foil,16.96,18.74,18.729999999999997
Seismic Spike,Ravnica: City of Guilds,Lightly Played Foil,0.34,0.47,0.45999999999999996
Shadow of Doubt,Ravnica: City of Guilds,Lightly Played Foil,15.98,16.78,16.77
Spectral Searchlight,Ravnica: City of Guilds,Lightly Played Foil,0.56,0.57,0.62
Gruul Guildmage,Launch Party & Release Event Promos,Lightly Played Foil,0.24,0.29,0.27999999999999997
Hyena Umbra,Rise of the Eldrazi,Lightly Played Foil,2.4,2.44,4.78
Kor Spiritdancer,Rise of the Eldrazi,Lightly Played Foil,9.97,9.97,9.96
Student of Warfare,Rise of the Eldrazi,Lightly Played Foil,3.75,3.8,3.79
Cast Through Time,Rise of the Eldrazi,Lightly Played Foil,5.06,5.17,5.16
See Beyond,Rise of the Eldrazi,Lightly Played Foil,0.78,0.79,1.0
Forked Bolt,Rise of the Eldrazi,Lightly Played Foil,9.89,10.23,11.44
Spider Umbra,Rise of the Eldrazi,Lightly Played Foil,1.26,1.27,2.15
Sarkhan the Mad,Rise of the Eldrazi,Lightly Played Foil,21.0,21.78,20.99
Kami of the Crescent Moon,Saviors of Kamigawa,Lightly Played Foil,8.95,9.28,9.27
Trinket Mage,Scars of Mirrodin,Lightly Played Foil,4.45,7.04,7.03
Throne of Geth,Scars of Mirrodin,Lightly Played Foil,8.56,8.59,9.74
True Conviction,Scars of Mirrodin,Lightly Played Foil,6.86,7.62,7.61
Ichorclaw Myr,Scars of Mirrodin,Lightly Played Foil,4.27,4.74,4.73
Razorverge Thicket,Scars of Mirrodin,Lightly Played Foil,16.69,17.5,17.49
Inexorable Tide,Scars of Mirrodin,Lightly Played Foil,8.16,8.32,8.31
Dragon Tyrant,Scourge,Lightly Played Foil,8.99,9.8,9.790000000000001
Cursecatcher,Shadowmoor,Lightly Played Foil,10.3,10.37,13.95
Graven Cairns,Shadowmoor,Lightly Played Foil,7.81,7.94,7.930000000000001
River Kelpie,Shadowmoor,Lightly Played Foil,16.81,19.95,19.939999999999998
Runed Halo,Shadowmoor,Lightly Played Foil,30.01,30.01,30.0
Spectral Procession,Shadowmoor,Lightly Played Foil,5.55,5.58,5.57
"Elspeth, Knight-Errant",Shards of Alara,Lightly Played Foil,34.05,35.09,34.04
Master of Etherium,Shards of Alara,Lightly Played Foil,3.19,3.2,3.76
Obelisk of Grixis,Shards of Alara,Lightly Played Foil,0.22,0.23,0.21
Sarkhan Vol,Shards of Alara,Lightly Played Foil,8.85,8.86,10.93
Wild Nacatl,Shards of Alara,Lightly Played Foil,1.36,1.38,2.08
Dread Return,Time Spiral,Lightly Played Foil,4.25,5.05,6.25
Living End,Time Spiral,Lightly Played Foil,36.96,37.32,48.47
Mangara of Corondor,Time Spiral,Lightly Played Foil,5.78,5.79,6.93
Pentarch Paladin,Time Spiral,Lightly Played Foil,3.12,2.92,4.51
Search for Tomorrow,Time Spiral,Lightly Played Foil,5.83,5.88,7.07
Snapback,Time Spiral,Lightly Played Foil,2.27,3.19,3.18
Thelon of Havenwood,Time Spiral,Lightly Played Foil,11.89,10.99,11.88
Arena,Timeshifted,Lightly Played Foil,7.89,7.89,7.88
Avalanche Riders,Timeshifted,Lightly Played Foil,3.66,4.17,4.16
Lord of Atlantis,Timeshifted,Lightly Played Foil,28.68,28.85,28.669999999999998
Nicol Bolas,Timeshifted,Lightly Played Foil,20.92,21.29,20.91
Voidmage Prodigy,Timeshifted,Lightly Played Foil,5.69,6.75,6.74
Nantuko Shade,Torment,Lightly Played Foil,4.13,5.0,4.99
Tainted Field,Torment,Lightly Played Foil,8.45,8.46,8.450000000000001
Cleansing Meditation,Torment,Lightly Played Foil,9.59,9.59,9.58
Breakthrough,Torment,Lightly Played Foil,2.92,3.21,3.2
Kill! Destroy!,Unhinged,Lightly Played Foil,3.97,4.56,6.1
Aura Thief,Urza's Destiny,Lightly Played Foil,31.580000000000002,31.65,31.57
Master Healer,Urza's Destiny,Lightly Played Foil,1.11,1.14,1.1
